GRAND PRIX,DATE,PTS
Brazil,27 Mar 1994,0
Pacific,17 Apr 1994,3
San Marino,01 May 1994,0
Monaco,15 May 1994,0
Spain,29 May 1994,0
Canada,12 Jun 1994,0
France,03 Jul 1994,0
Great Britain,10 Jul 1994,0
Germany,31 Jul 1994,5
Hungary,14 Aug 1994,0
Belgium,28 Aug 1994,1
Italy,11 Sep 1994,0
Portugal,25 Sep 1994,0
Europe,16 Oct 1994,0
Japan,06 Nov 1994,0
Australia,13 Nov 1994,0
