GRAND PRIX,DATE,PTS
Brazil,27 Mar 1994,3
Pacific,17 Apr 1994,4
San Marino,01 May 1994,0
Monaco,15 May 1994,3
Spain,29 May 1994,1
Canada,12 Jun 1994,0
France,03 Jul 1994,0
Great Britain,10 Jul 1994,3
Germany,31 Jul 1994,0
Hungary,14 Aug 1994,0
Belgium,28 Aug 1994,0
Italy,11 Sep 1994,3
Portugal,25 Sep 1994,3
Europe,16 Oct 1994,3
Japan,06 Nov 1994,2
Australia,13 Nov 1994,3
