GRAND PRIX,DATE,PTS
Argentina,07 Feb 1960,3
Monaco,29 May 1960,0
Netherlands,06 Jun 1960,0
France,03 Jul 1960,0
Great Britain,16 Jul 1960,0
Portugal,14 Aug 1960,0
Italy,04 Sep 1960,0
United States,20 Nov 1960,0
