GRAND PRIX,DATE,PTS
Argentina,07 Feb 1960,8
Monaco,29 May 1960,6
Netherlands,06 Jun 1960,8
Belgium,19 Jun 1960,8
France,03 Jul 1960,8
Great Britain,16 Jul 1960,8
Portugal,14 Aug 1960,8
Italy,04 Sep 1960,0
United States,20 Nov 1960,4
