GRAND PRIX,DATE,PTS
Great Britain,18 Jul 1970,0
Germany,02 Aug 1970,0
Austria,16 Aug 1970,0
Italy,06 Sep 1970,0
Canada,20 Sep 1970,2
United States,04 Oct 1970,1
Mexico,25 Oct 1970,0
