GRAND PRIX,DATE,PTS
Australia,03 Mar 2002,6
Malaysia,17 Mar 2002,16
Brazil,31 Mar 2002,8
San Marino,14 Apr 2002,7
Spain,28 Apr 2002,6
Austria,12 May 2002,7
Monaco,26 May 2002,4
Canada,09 Jun 2002,0
Europe,23 Jun 2002,3
Great Britain,07 Jul 2002,4
France,21 Jul 2002,5
Germany,28 Jul 2002,10
Hungary,18 Aug 2002,4
Belgium,01 Sep 2002,6
Italy,15 Sep 2002,0
United States,29 Sep 2002,3
Japan,13 Oct 2002,3
