GRAND PRIX,DATE,PTS
Australia,03 Mar 2002,0
Malaysia,17 Mar 2002,0
Brazil,31 Mar 2002,0
San Marino,14 Apr 2002,0
Spain,28 Apr 2002,0
Austria,12 May 2002,2
Monaco,26 May 2002,2
Canada,09 Jun 2002,2
Europe,23 Jun 2002,0
Great Britain,07 Jul 2002,0
France,21 Jul 2002,0
Germany,28 Jul 2002,0
Hungary,18 Aug 2002,1
Belgium,01 Sep 2002,0
Italy,15 Sep 2002,0
United States,29 Sep 2002,0
Japan,13 Oct 2002,2
