POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,77,1:41:49.675,10
2,2,Rubens Barrichello,Ferrari,77,+3.363s,6
3,4,David Coulthard,McLaren Mercedes,77,+3.940s,4
4,5,Ralf Schumacher,Williams BMW,77,+49.687s,3
5,3,Mika Hakkinen,McLaren Mercedes,77,+70.293s,2
6,16,Nick Heidfeld,Sauber Petronas,76,+1 lap,1
7,17,Kimi Räikkönen,Sauber Petronas,76,+1 lap,0
8,6,Juan Pablo Montoya,Williams BMW,76,+1 lap,0
9,10,Jacques Villeneuve,BAR Honda,75,+2 laps,0
10,12,Jean Alesi,Jordan Honda,75,+2 laps,0
11,19,Pedro de la Rosa,Jaguar Cosworth,75,+2 laps,0
12,14,Jos Verstappen,Arrows Asiatech,74,+3 laps,0
NC,7,Giancarlo Fisichella,Benetton Renault,67,DNF,0
NC,22,Heinz-Harald Frentzen,Prost Acer,63,DNF,0
NC,20,Tarso Marques,Minardi European,63,DNF,0
NC,9,Olivier Panis,BAR Honda,58,DNF,0
NC,11,Jarno Trulli,Jordan Honda,53,DNF,0
NC,21,Fernando Alonso,Minardi European,37,DNF,0
NC,8,Jenson Button,Benetton Renault,34,DNF,0
NC,15,Enrique Bernoldi,Arrows Asiatech,11,DNF,0
NC,23,Luciano Burti,Prost Acer,8,DNF,0
NC,18,Eddie Irvine,Jaguar Cosworth,0,DNF,0
