POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Juan Pablo Montoya,Williams BMW,53,1:16:58.493,10
2,2,Rubens Barrichello,Ferrari,53,+5.175s,6
3,5,Ralf Schumacher,Williams BMW,53,+17.335s,4
4,1,Michael Schumacher,Ferrari,53,+24.991s,3
5,19,Pedro de la Rosa,Jaguar Cosworth,53,+74.984s,2
6,10,Jacques Villeneuve,BAR Honda,53,+82.469s,1
7,17,Kimi Räikkönen,Sauber Petronas,53,+83.107s,0
8,12,Jean Alesi,Jordan Honda,52,+1 lap,0
9,9,Olivier Panis,BAR Honda,52,+1 lap,0
10,7,Giancarlo Fisichella,Benetton Renault,52,+1 lap,0
11,16,Nick Heidfeld,Sauber Petronas,52,+1 lap,0
12,23,Tomas Enge,Prost Acer,52,+1 lap,0
13,21,Fernando Alonso,Minardi European,51,+2 laps,0
NC,15,Enrique Bernoldi,Arrows Asiatech,46,DNF,0
NC,20,Alex Yoong,Minardi European,44,DNF,0
NC,22,Heinz-Harald Frentzen,Prost Acer,28,DNF,0
NC,14,Jos Verstappen,Arrows Asiatech,25,DNF,0
NC,3,Mika Hakkinen,McLaren Mercedes,19,DNF,0
NC,18,Eddie Irvine,Jaguar Cosworth,14,DNF,0
NC,4,David Coulthard,McLaren Mercedes,6,DNF,0
NC,8,Jenson Button,Benetton Renault,4,DNF,0
NC,11,Jarno Trulli,Jordan Honda,0,DNF,0
