GRAND PRIX,DRIVER,CAR,TIME
Monaco,Graham Hill,BRM,1:33.900
Netherlands,Jim Clark,Lotus Climax,1:32.800
Belgium,Dan Gurney,Brabham Ford,3:49.200
France,Jack Brabham,Brabham Ford,2:11.400
Great Britain,Jim Clark,Lotus Climax,1:38.800
Germany,John Surtees,Ferrari,8:39.000
Austria,Dan Gurney,Brabham Ford,1:10.560
Italy,John Surtees,Ferrari,1:38.800
United States,Jim Clark,Lotus Climax,1:12.700
Mexico,Jim Clark,Lotus Climax,1:58.370
