GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2008,STR Ferrari,DNF,0
Malaysia,23 Mar 2008,STR Ferrari,DNF,0
Bahrain,06 Apr 2008,STR Ferrari,DNF,0
Spain,27 Apr 2008,STR Ferrari,DNF,0
Turkey,11 May 2008,STR Ferrari,17,0
Monaco,25 May 2008,STR Ferrari,5,4
Canada,08 Jun 2008,STR Ferrari,8,1
France,22 Jun 2008,STR Ferrari,12,0
Great Britain,06 Jul 2008,STR Ferrari,DNF,0
Germany,20 Jul 2008,STR Ferrari,8,1
Hungary,03 Aug 2008,STR Ferrari,DNF,0
Europe,24 Aug 2008,STR Ferrari,6,3
Belgium,07 Sep 2008,STR Ferrari,5,4
Italy,14 Sep 2008,STR Ferrari,1,10
Singapore,28 Sep 2008,STR Ferrari,5,4
Japan,12 Oct 2008,STR Ferrari,6,3
China,19 Oct 2008,STR Ferrari,9,0
Brazil,02 Nov 2008,STR Ferrari,4,5
