GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2008,Ferrari,DNF,1
Malaysia,23 Mar 2008,Ferrari,1,10
Bahrain,06 Apr 2008,Ferrari,2,8
Spain,27 Apr 2008,Ferrari,1,10
Turkey,11 May 2008,Ferrari,3,6
Monaco,25 May 2008,Ferrari,9,0
Canada,08 Jun 2008,Ferrari,DNF,0
France,22 Jun 2008,Ferrari,2,8
Great Britain,06 Jul 2008,Ferrari,4,5
Germany,20 Jul 2008,Ferrari,6,3
Hungary,03 Aug 2008,Ferrari,3,6
Europe,24 Aug 2008,Ferrari,DNF,0
Belgium,07 Sep 2008,Ferrari,DNF,0
Italy,14 Sep 2008,Ferrari,9,0
Singapore,28 Sep 2008,Ferrari,DNF,0
Japan,12 Oct 2008,Ferrari,3,6
China,19 Oct 2008,Ferrari,3,6
Brazil,02 Nov 2008,Ferrari,3,6
