GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2008,Ferrari,DNF,0
Malaysia,23 Mar 2008,Ferrari,DNF,0
Bahrain,06 Apr 2008,Ferrari,1,10
Spain,27 Apr 2008,Ferrari,2,8
Turkey,11 May 2008,Ferrari,1,10
Monaco,25 May 2008,Ferrari,3,6
Canada,08 Jun 2008,Ferrari,5,4
France,22 Jun 2008,Ferrari,1,10
Great Britain,06 Jul 2008,Ferrari,13,0
Germany,20 Jul 2008,Ferrari,3,6
Hungary,03 Aug 2008,Ferrari,DNF,0
Europe,24 Aug 2008,Ferrari,1,10
Belgium,07 Sep 2008,Ferrari,1,10
Italy,14 Sep 2008,Ferrari,6,3
Singapore,28 Sep 2008,Ferrari,13,0
Japan,12 Oct 2008,Ferrari,7,2
China,19 Oct 2008,Ferrari,2,8
Brazil,02 Nov 2008,Ferrari,1,10
