GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2008,Red Bull Renault,DNF,0
Malaysia,23 Mar 2008,Red Bull Renault,9,0
Bahrain,06 Apr 2008,Red Bull Renault,18,0
Spain,27 Apr 2008,Red Bull Renault,12,0
Turkey,11 May 2008,Red Bull Renault,9,0
Monaco,25 May 2008,Red Bull Renault,DNF,0
Canada,08 Jun 2008,Red Bull Renault,3,6
France,22 Jun 2008,Red Bull Renault,9,0
Great Britain,06 Jul 2008,Red Bull Renault,DNF,0
Germany,20 Jul 2008,Red Bull Renault,13,0
Hungary,03 Aug 2008,Red Bull Renault,11,0
Europe,24 Aug 2008,Red Bull Renault,17,0
Belgium,07 Sep 2008,Red Bull Renault,11,0
Italy,14 Sep 2008,Red Bull Renault,16,0
Singapore,28 Sep 2008,Red Bull Renault,7,2
Japan,12 Oct 2008,Red Bull Renault,DNF,0
China,19 Oct 2008,Red Bull Renault,10,0
Brazil,02 Nov 2008,Red Bull Renault,DNF,0
