GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,10 Mar 1991,McLaren Honda,DNF,0
Brazil,24 Mar 1991,McLaren Honda,3,4
San Marino,28 Apr 1991,McLaren Honda,2,6
Monaco,12 May 1991,McLaren Honda,DNF,0
Canada,02 Jun 1991,McLaren Honda,DNF,0
Mexico,16 Jun 1991,McLaren Honda,DNF,0
France,07 Jul 1991,McLaren Honda,DNF,0
Great Britain,14 Jul 1991,McLaren Honda,2,6
Germany,28 Jul 1991,McLaren Honda,4,3
Hungary,11 Aug 1991,McLaren Honda,4,3
Belgium,25 Aug 1991,McLaren Honda,2,6
Italy,08 Sep 1991,McLaren Honda,4,3
Portugal,22 Sep 1991,McLaren Honda,DNF,0
Spain,29 Sep 1991,McLaren Honda,DNF,0
Japan,20 Oct 1991,McLaren Honda,1,10
Australia,03 Nov 1991,McLaren Honda,3,2
