GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,10 Mar 1991,Ferrari,DNF,0
Brazil,24 Mar 1991,Ferrari,6,1
San Marino,28 Apr 1991,Ferrari,DNF,0
Monaco,12 May 1991,Ferrari,3,4
Canada,02 Jun 1991,Ferrari,DNF,0
Mexico,16 Jun 1991,Ferrari,DNF,0
France,07 Jul 1991,Ferrari,4,3
Great Britain,14 Jul 1991,Ferrari,DNF,0
Germany,28 Jul 1991,Ferrari,3,4
Hungary,11 Aug 1991,Ferrari,5,2
Belgium,25 Aug 1991,Ferrari,DNF,0
Italy,08 Sep 1991,Ferrari,DNF,0
Portugal,22 Sep 1991,Ferrari,3,4
Spain,29 Sep 1991,Ferrari,4,3
Japan,20 Oct 1991,Ferrari,DNF,0
Australia,03 Nov 1991,Ferrari,DNF,0
