GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,10 Mar 1991,Williams Renault,DNF,0
Brazil,24 Mar 1991,Williams Renault,2,6
San Marino,28 Apr 1991,Williams Renault,DNF,0
Monaco,12 May 1991,Williams Renault,DNF,0
Canada,02 Jun 1991,Williams Renault,3,4
Mexico,16 Jun 1991,Williams Renault,1,10
France,07 Jul 1991,Williams Renault,5,2
Great Britain,14 Jul 1991,Williams Renault,DNF,0
Germany,28 Jul 1991,Williams Renault,2,6
Hungary,11 Aug 1991,Williams Renault,3,4
Belgium,25 Aug 1991,Williams Renault,5,2
Italy,08 Sep 1991,Williams Renault,DNF,0
Portugal,22 Sep 1991,Williams Renault,1,10
Spain,29 Sep 1991,Williams Renault,3,4
Japan,20 Oct 1991,Williams Renault,3,4
Australia,03 Nov 1991,Williams Renault,5,1
