GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,10 Mar 1991,Williams Renault,DNF,0
Brazil,24 Mar 1991,Williams Renault,DNF,0
Monaco,12 May 1991,Williams Renault,2,6
Canada,02 Jun 1991,Williams Renault,DNF,1
Mexico,16 Jun 1991,Williams Renault,2,6
France,07 Jul 1991,Williams Renault,1,10
Great Britain,14 Jul 1991,Williams Renault,1,10
Germany,28 Jul 1991,Williams Renault,1,10
Hungary,11 Aug 1991,Williams Renault,2,6
Belgium,25 Aug 1991,Williams Renault,DNF,0
Italy,08 Sep 1991,Williams Renault,1,10
Portugal,22 Sep 1991,Williams Renault,DNF,0
Spain,29 Sep 1991,Williams Renault,1,10
Japan,20 Oct 1991,Williams Renault,DNF,0
Australia,03 Nov 1991,Williams Renault,2,3
