GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,23 Jan 1982,Williams Ford,5,2
Brazil,21 Mar 1982,Williams Ford,DSQ,0
USA West,04 Apr 1982,Williams Ford,2,6
Belgium,09 May 1982,Williams Ford,2,6
Monaco,23 May 1982,Williams Ford,DNF,0
Detroit,06 Jun 1982,Williams Ford,4,3
Canada,13 Jun 1982,Williams Ford,DNF,0
Netherlands,03 Jul 1982,Williams Ford,3,4
Great Britain,18 Jul 1982,Williams Ford,DNF,0
France,25 Jul 1982,Williams Ford,5,2
Germany,08 Aug 1982,Williams Ford,3,4
Austria,15 Aug 1982,Williams Ford,2,6
Switzerland,29 Aug 1982,Williams Ford,1,9
Italy,12 Sep 1982,Williams Ford,8,0
Las Vegas,25 Sep 1982,Williams Ford,5,2
