GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,23 Jan 1982,Renault,3,4
Brazil,21 Mar 1982,Renault,DNF,0
USA West,04 Apr 1982,Renault,DNF,0
San Marino,25 Apr 1982,Renault,DNF,0
Belgium,09 May 1982,Renault,DNF,0
Monaco,23 May 1982,Renault,DNF,0
Detroit,06 Jun 1982,Renault,10,0
Canada,13 Jun 1982,Renault,DNF,0
Netherlands,03 Jul 1982,Renault,DNF,0
Great Britain,18 Jul 1982,Renault,DNF,0
France,25 Jul 1982,Renault,1,9
Germany,08 Aug 1982,Renault,2,6
Austria,15 Aug 1982,Renault,DNF,0
Switzerland,29 Aug 1982,Renault,DNF,0
Italy,12 Sep 1982,Renault,1,9
Las Vegas,25 Sep 1982,Renault,DNF,0
