GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,23 Jan 1982,Brabham BMW,DNF,0
Brazil,21 Mar 1982,Brabham Ford,DSQ,0
USA West,04 Apr 1982,Brabham Ford,DNF,0
Belgium,09 May 1982,Brabham BMW,5,2
Monaco,23 May 1982,Brabham BMW,DNF,0
Canada,13 Jun 1982,Brabham BMW,1,9
Netherlands,03 Jul 1982,Brabham BMW,2,6
Great Britain,18 Jul 1982,Brabham BMW,DNF,0
France,25 Jul 1982,Brabham BMW,DNF,0
Germany,08 Aug 1982,Brabham BMW,DNF,0
Austria,15 Aug 1982,Brabham BMW,DNF,0
Switzerland,29 Aug 1982,Brabham BMW,4,3
Italy,12 Sep 1982,Brabham BMW,DNF,0
Las Vegas,25 Sep 1982,Brabham BMW,DNF,0
