GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,06 Mar 1971,McLaren Ford,DNF,0
Spain,18 Apr 1971,McLaren Ford,8,0
Monaco,23 May 1971,McLaren Ford,DNF,0
Netherlands,20 Jun 1971,McLaren Ford,DNC,0
France,04 Jul 1971,McLaren Ford,9,0
Great Britain,17 Jul 1971,McLaren Ford,DNF,0
Germany,01 Aug 1971,McLaren Ford,DNF,0
Austria,15 Aug 1971,BRM,10,0
Italy,05 Sep 1971,BRM,1,9
Canada,19 Sep 1971,BRM,14,0
United States,03 Oct 1971,BRM,9,0
