GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Spain,18 Apr 1971,Matra,6,1
Monaco,23 May 1971,Matra,DNF,0
Netherlands,20 Jun 1971,Matra,9,0
France,04 Jul 1971,Matra,7,0
Great Britain,17 Jul 1971,Matra,7,0
Canada,19 Sep 1971,Matra,DNF,0
United States,03 Oct 1971,Matra,8,0
