GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,12 Apr 1987,Lotus Honda,DNF,0
San Marino,03 May 1987,Lotus Honda,2,6
Belgium,17 May 1987,Lotus Honda,DNS,0
Monaco,31 May 1987,Lotus Honda,1,9
Detroit,21 Jun 1987,Lotus Honda,1,9
France,05 Jul 1987,Lotus Honda,4,3
Great Britain,12 Jul 1987,Lotus Honda,3,4
Germany,26 Jul 1987,Lotus Honda,3,4
Hungary,09 Aug 1987,Lotus Honda,2,6
Austria,16 Aug 1987,Lotus Honda,5,2
Italy,06 Sep 1987,Lotus Honda,2,6
Portugal,20 Sep 1987,Lotus Honda,7,0
Spain,27 Sep 1987,Lotus Honda,5,2
Mexico,18 Oct 1987,Lotus Honda,DNF,0
Japan,01 Nov 1987,Lotus Honda,2,6
