GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,12 Apr 1987,Williams Honda,2,6
Belgium,17 May 1987,Williams Honda,DNF,0
Monaco,31 May 1987,Williams Honda,2,6
Detroit,21 Jun 1987,Williams Honda,2,6
France,05 Jul 1987,Williams Honda,2,6
Great Britain,12 Jul 1987,Williams Honda,2,6
Germany,26 Jul 1987,Williams Honda,1,9
Hungary,09 Aug 1987,Williams Honda,1,9
Austria,16 Aug 1987,Williams Honda,2,6
Italy,06 Sep 1987,Williams Honda,1,9
Portugal,20 Sep 1987,Williams Honda,3,4
Spain,27 Sep 1987,Williams Honda,4,3
Mexico,18 Oct 1987,Williams Honda,2,6
Japan,01 Nov 1987,Williams Honda,DNF,0
Australia,15 Nov 1987,Williams Honda,DNF,0
