GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,12 Apr 1987,McLaren TAG,1,9
San Marino,03 May 1987,McLaren TAG,DNF,0
Belgium,17 May 1987,McLaren TAG,1,9
Monaco,31 May 1987,McLaren TAG,DNF,0
Detroit,21 Jun 1987,McLaren TAG,3,4
France,05 Jul 1987,McLaren TAG,3,4
Great Britain,12 Jul 1987,McLaren TAG,DNF,0
Germany,26 Jul 1987,McLaren TAG,DNF,0
Hungary,09 Aug 1987,McLaren TAG,3,4
Austria,16 Aug 1987,McLaren TAG,6,1
Italy,06 Sep 1987,McLaren TAG,15,0
Portugal,20 Sep 1987,McLaren TAG,1,9
Spain,27 Sep 1987,McLaren TAG,2,6
Mexico,18 Oct 1987,McLaren TAG,DNF,0
Japan,01 Nov 1987,McLaren TAG,7,0
Australia,15 Nov 1987,McLaren TAG,DNF,0
