GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,12 Apr 1987,Williams Honda,6,1
San Marino,03 May 1987,Williams Honda,1,9
Belgium,17 May 1987,Williams Honda,DNF,0
Monaco,31 May 1987,Williams Honda,DNF,0
Detroit,21 Jun 1987,Williams Honda,5,2
France,05 Jul 1987,Williams Honda,1,9
Great Britain,12 Jul 1987,Williams Honda,1,9
Germany,26 Jul 1987,Williams Honda,DNF,0
Hungary,09 Aug 1987,Williams Honda,DNF,0
Austria,16 Aug 1987,Williams Honda,1,9
Italy,06 Sep 1987,Williams Honda,3,4
Portugal,20 Sep 1987,Williams Honda,DNF,0
Spain,27 Sep 1987,Williams Honda,1,9
Mexico,18 Oct 1987,Williams Honda,1,9
