GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,12 Apr 1987,McLaren TAG,3,4
San Marino,03 May 1987,McLaren TAG,4,3
Belgium,17 May 1987,McLaren TAG,2,6
Monaco,31 May 1987,McLaren TAG,DNF,0
Detroit,21 Jun 1987,McLaren TAG,7,0
France,05 Jul 1987,McLaren TAG,DNF,0
Great Britain,12 Jul 1987,McLaren TAG,DNF,0
Germany,26 Jul 1987,McLaren TAG,2,6
Hungary,09 Aug 1987,McLaren TAG,DNF,0
Austria,16 Aug 1987,McLaren TAG,7,0
Italy,06 Sep 1987,McLaren TAG,6,1
Portugal,20 Sep 1987,McLaren TAG,5,2
Spain,27 Sep 1987,McLaren TAG,3,4
Mexico,18 Oct 1987,McLaren TAG,DNF,0
Japan,01 Nov 1987,McLaren TAG,3,4
Australia,15 Nov 1987,McLaren TAG,DNF,0
