GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,04 Mar 2001,Ferrari,3,4
Malaysia,18 Mar 2001,Ferrari,2,6
Brazil,01 Apr 2001,Ferrari,DNF,0
San Marino,15 Apr 2001,Ferrari,3,4
Spain,29 Apr 2001,Ferrari,DNF,0
Austria,13 May 2001,Ferrari,3,4
Monaco,27 May 2001,Ferrari,2,6
Canada,10 Jun 2001,Ferrari,DNF,0
Europe,24 Jun 2001,Ferrari,5,2
France,01 Jul 2001,Ferrari,3,4
Great Britain,15 Jul 2001,Ferrari,3,4
Germany,29 Jul 2001,Ferrari,2,6
Hungary,19 Aug 2001,Ferrari,2,6
Belgium,02 Sep 2001,Ferrari,5,2
Italy,16 Sep 2001,Ferrari,2,6
United States,30 Sep 2001,Ferrari,DNF,0
Japan,14 Oct 2001,Ferrari,5,2
