GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,04 Mar 2001,Williams BMW,DNF,0
Malaysia,18 Mar 2001,Williams BMW,5,2
Brazil,01 Apr 2001,Williams BMW,DNF,0
San Marino,15 Apr 2001,Williams BMW,1,10
Spain,29 Apr 2001,Williams BMW,DNF,0
Austria,13 May 2001,Williams BMW,DNF,0
Monaco,27 May 2001,Williams BMW,DNF,0
Canada,10 Jun 2001,Williams BMW,1,10
Europe,24 Jun 2001,Williams BMW,4,3
France,01 Jul 2001,Williams BMW,2,6
Great Britain,15 Jul 2001,Williams BMW,DNF,0
Germany,29 Jul 2001,Williams BMW,1,10
Hungary,19 Aug 2001,Williams BMW,4,3
Belgium,02 Sep 2001,Williams BMW,7,0
Italy,16 Sep 2001,Williams BMW,3,4
United States,30 Sep 2001,Williams BMW,DNF,0
Japan,14 Oct 2001,Williams BMW,6,1
