GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,04 Mar 2001,Ferrari,1,10
Malaysia,18 Mar 2001,Ferrari,1,10
Brazil,01 Apr 2001,Ferrari,2,6
San Marino,15 Apr 2001,Ferrari,DNF,0
Spain,29 Apr 2001,Ferrari,1,10
Austria,13 May 2001,Ferrari,2,6
Monaco,27 May 2001,Ferrari,1,10
Canada,10 Jun 2001,Ferrari,2,6
Europe,24 Jun 2001,Ferrari,1,10
France,01 Jul 2001,Ferrari,1,10
Great Britain,15 Jul 2001,Ferrari,2,6
Germany,29 Jul 2001,Ferrari,DNF,0
Hungary,19 Aug 2001,Ferrari,1,10
Belgium,02 Sep 2001,Ferrari,1,10
Italy,16 Sep 2001,Ferrari,4,3
United States,30 Sep 2001,Ferrari,2,6
Japan,14 Oct 2001,Ferrari,1,10
