GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,Tyrrell Ford,2,6
Brazil,25 Mar 1990,Tyrrell Ford,7,0
San Marino,13 May 1990,Tyrrell Ford,6,1
Monaco,27 May 1990,Tyrrell Ford,2,6
Canada,10 Jun 1990,Tyrrell Ford,DNF,0
Mexico,24 Jun 1990,Tyrrell Ford,7,0
France,08 Jul 1990,Tyrrell Ford,DNF,0
Great Britain,15 Jul 1990,Tyrrell Ford,8,0
Germany,29 Jul 1990,Tyrrell Ford,DNF,0
Hungary,12 Aug 1990,Tyrrell Ford,DNF,0
Belgium,26 Aug 1990,Tyrrell Ford,8,0
Italy,09 Sep 1990,Tyrrell Ford,DNF,0
Portugal,23 Sep 1990,Tyrrell Ford,8,0
Australia,04 Nov 1990,Tyrrell Ford,8,0
