GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,Benetton Ford,4,3
Brazil,25 Mar 1990,Benetton Ford,6,1
San Marino,13 May 1990,Benetton Ford,5,2
Canada,10 Jun 1990,Benetton Ford,2,6
Mexico,24 Jun 1990,Benetton Ford,6,1
France,08 Jul 1990,Benetton Ford,4,3
Great Britain,15 Jul 1990,Benetton Ford,5,2
Germany,29 Jul 1990,Benetton Ford,DNF,0
Hungary,12 Aug 1990,Benetton Ford,3,4
Belgium,26 Aug 1990,Benetton Ford,5,2
Italy,09 Sep 1990,Benetton Ford,7,0
Portugal,23 Sep 1990,Benetton Ford,5,2
Spain,30 Sep 1990,Benetton Ford,DNF,0
Japan,21 Oct 1990,Benetton Ford,1,9
Australia,04 Nov 1990,Benetton Ford,1,9
