GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,Lola Lamborghini,8,0
Brazil,25 Mar 1990,Lola Lamborghini,DNF,0
San Marino,13 May 1990,Lola Lamborghini,DNF,0
Monaco,27 May 1990,Lola Lamborghini,6,1
Canada,10 Jun 1990,Lola Lamborghini,9,0
Mexico,24 Jun 1990,Lola Lamborghini,DNF,0
France,08 Jul 1990,Lola Lamborghini,8,0
Great Britain,15 Jul 1990,Lola Lamborghini,4,3
Germany,29 Jul 1990,Lola Lamborghini,DNF,0
Hungary,12 Aug 1990,Lola Lamborghini,6,1
Belgium,26 Aug 1990,Lola Lamborghini,9,0
Italy,09 Sep 1990,Lola Lamborghini,DNF,0
Portugal,23 Sep 1990,Lola Lamborghini,DNF,0
Spain,30 Sep 1990,Lola Lamborghini,DNF,0
Japan,21 Oct 1990,Lola Lamborghini,DNF,0
Australia,04 Nov 1990,Lola Lamborghini,DNF,0
