GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,Williams Renault,3,4
Brazil,25 Mar 1990,Williams Renault,5,2
San Marino,13 May 1990,Williams Renault,DNF,0
Monaco,27 May 1990,Williams Renault,4,3
Canada,10 Jun 1990,Williams Renault,DNF,0
Mexico,24 Jun 1990,Williams Renault,5,2
France,08 Jul 1990,Williams Renault,DNF,0
Great Britain,15 Jul 1990,Williams Renault,2,6
Germany,29 Jul 1990,Williams Renault,6,1
Hungary,12 Aug 1990,Williams Renault,1,9
Belgium,26 Aug 1990,Williams Renault,DNF,0
Italy,09 Sep 1990,Williams Renault,DNF,0
Portugal,23 Sep 1990,Williams Renault,DNF,0
Spain,30 Sep 1990,Williams Renault,4,3
Japan,21 Oct 1990,Williams Renault,5,2
Australia,04 Nov 1990,Williams Renault,5,2
