GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,McLaren Honda,DNF,0
Brazil,25 Mar 1990,McLaren Honda,2,6
San Marino,13 May 1990,McLaren Honda,2,6
Monaco,27 May 1990,McLaren Honda,3,4
Canada,10 Jun 1990,McLaren Honda,4,3
Mexico,24 Jun 1990,McLaren Honda,3,4
France,08 Jul 1990,McLaren Honda,5,2
Great Britain,15 Jul 1990,McLaren Honda,DNF,0
Germany,29 Jul 1990,McLaren Honda,3,4
Hungary,12 Aug 1990,McLaren Honda,DNF,0
Belgium,26 Aug 1990,McLaren Honda,3,4
Italy,09 Sep 1990,McLaren Honda,3,4
Portugal,23 Sep 1990,McLaren Honda,4,3
Spain,30 Sep 1990,McLaren Honda,DNF,0
Japan,21 Oct 1990,McLaren Honda,DNF,0
Australia,04 Nov 1990,McLaren Honda,4,3
