GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,11 Mar 1990,Ferrari,DNF,0
Brazil,25 Mar 1990,Ferrari,1,9
San Marino,13 May 1990,Ferrari,4,3
Monaco,27 May 1990,Ferrari,DNF,0
Canada,10 Jun 1990,Ferrari,5,2
Mexico,24 Jun 1990,Ferrari,1,9
France,08 Jul 1990,Ferrari,1,9
Great Britain,15 Jul 1990,Ferrari,1,9
Germany,29 Jul 1990,Ferrari,4,3
Hungary,12 Aug 1990,Ferrari,DNF,0
Belgium,26 Aug 1990,Ferrari,2,6
Italy,09 Sep 1990,Ferrari,2,6
Portugal,23 Sep 1990,Ferrari,3,4
Spain,30 Sep 1990,Ferrari,1,9
Australia,04 Nov 1990,Ferrari,3,4
