POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Rubens Barrichello,Ferrari,73,1:31:07.934,10
2,1,Michael Schumacher,Ferrari,73,+0.011s,6
3,3,David Coulthard,McLaren Mercedes,73,+7.799s,4
4,6,Juan Pablo Montoya,Williams BMW,73,+9.911s,3
5,14,Jarno Trulli,Renault,73,+56.847s,2
6,11,Jacques Villeneuve,BAR Honda,73,+58.211s,1
7,9,Giancarlo Fisichella,Jordan Honda,72,+1 lap,0
8,15,Jenson Button,Renault,72,+1 lap,0
9,7,Nick Heidfeld,Sauber Petronas,72,+1 lap,0
10,16,Eddie Irvine,Jaguar Cosworth,72,+1 lap,0
11,10,Takuma Sato,Jordan Honda,72,+1 lap,0
12,12,Olivier Panis,BAR Honda,72,+1 lap,0
13,8,Heinz-Harald Frentzen,Sauber Petronas,71,+2 laps,0
14,24,Mika Salo,Toyota,71,+2 laps,0
15,25,Allan McNish,Toyota,71,+2 laps,0
16,5,Ralf Schumacher,Williams BMW,71,+2 laps,0
NC,4,Kimi Räikkönen,McLaren Mercedes,50,DNF,0
NC,22,Alex Yoong,Minardi Asiatech,46,DNF,0
NC,23,Mark Webber,Minardi Asiatech,38,DNF,0
NC,17,Pedro de la Rosa,Jaguar Cosworth,27,DNF,0
