POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Rubens Barrichello,Ferrari,77,1:41:49.001,10
2,1,Michael Schumacher,Ferrari,77,+0.434s,6
3,5,Ralf Schumacher,Williams BMW,77,+13.355s,4
4,4,Kimi Räikkönen,McLaren Mercedes,77,+29.479s,3
5,3,David Coulthard,McLaren Mercedes,77,+37.800s,2
6,9,Giancarlo Fisichella,Jordan Honda,77,+68.804s,1
7,8,Felipe Massa,Sauber Petronas,77,+73.612s,0
8,14,Jarno Trulli,Renault,76,+1 lap,0
9,7,Nick Heidfeld,Sauber Petronas,76,+1 lap,0
10,10,Takuma Sato,Jordan Honda,76,+1 lap,0
11,6,Juan Pablo Montoya,Williams BMW,76,+1 lap,0
12,12,Olivier Panis,BAR Honda,76,+1 lap,0
13,17,Pedro de la Rosa,Jaguar Cosworth,75,+2 laps,0
14,25,Allan McNish,Toyota,75,+2 laps,0
15,24,Mika Salo,Toyota,75,+2 laps,0
16,23,Mark Webber,Minardi Asiatech,75,+2 laps,0
NC,22,Anthony Davidson,Minardi Asiatech,58,DNF,0
NC,15,Jenson Button,Renault,30,DNF,0
NC,16,Eddie Irvine,Jaguar Cosworth,23,DNF,0
NC,11,Jacques Villeneuve,BAR Honda,20,DNF,0
