POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,23,Rubens Barrichello,Brawn Mercedes,53,1:16:21.706,10
2,22,Jenson Button,Brawn Mercedes,53,+2.866s,8
3,4,Kimi Räikkönen,Ferrari,53,+30.664s,6
4,20,Adrian Sutil,Force India Mercedes,53,+31.131s,5
5,7,Fernando Alonso,Renault,53,+59.182s,4
6,2,Heikki Kovalainen,McLaren Mercedes,53,+60.693s,3
7,6,Nick Heidfeld,Sauber BMW,53,+82.412s,2
8,15,Sebastian Vettel,RBR Renault,53,+85.407s,1
9,3,Giancarlo Fisichella,Ferrari,53,+86.856s,0
10,17,Kazuki Nakajima,Williams Toyota,53,+162.163s,0
11,10,Timo Glock,Toyota,53,+163.925s,0
12,1,Lewis Hamilton,McLaren Mercedes,52,DNF,0
13,12,Sebastien Buemi,STR Ferrari,52,DNF,0
14,9,Jarno Trulli,Toyota,52,+1 lap,0
15,8,Romain Grosjean,Renault,52,+1 lap,0
16,16,Nico Rosberg,Williams Toyota,51,+2 laps,0
NC,21,Vitantonio Liuzzi,Force India Mercedes,22,DNF,0
NC,11,Jaime Alguersuari,STR Ferrari,19,DNF,0
NC,5,Robert Kubica,Sauber BMW,15,DNF,0
NC,14,Mark Webber,RBR Renault,0,DNF,0
