GRAND PRIX,DATE,PTS
United States,11 Mar 1990,4
Brazil,25 Mar 1990,2
San Marino,13 May 1990,9
Monaco,27 May 1990,3
Canada,10 Jun 1990,0
Mexico,24 Jun 1990,2
France,08 Jul 1990,1
Great Britain,15 Jul 1990,6
Germany,29 Jul 1990,3
Hungary,12 Aug 1990,12
Belgium,26 Aug 1990,0
Italy,09 Sep 1990,2
Portugal,23 Sep 1990,0
Spain,30 Sep 1990,5
Japan,21 Oct 1990,5
Australia,04 Nov 1990,3
