GRAND PRIX,DATE,PTS
United States,11 Mar 1990,9
Brazil,25 Mar 1990,10
San Marino,13 May 1990,6
Monaco,27 May 1990,13
Canada,10 Jun 1990,12
Mexico,24 Jun 1990,4
France,08 Jul 1990,6
Great Britain,15 Jul 1990,4
Germany,29 Jul 1990,13
Hungary,12 Aug 1990,6
Belgium,26 Aug 1990,13
Italy,09 Sep 1990,13
Portugal,23 Sep 1990,9
Spain,30 Sep 1990,0
Japan,21 Oct 1990,0
Australia,04 Nov 1990,3
