GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Netherlands,04 Jun 1967,Ferrari,6,1
Belgium,18 Jun 1967,Ferrari,DNC,0
Italy,10 Sep 1967,Eagle Weslake,DNF,0
