GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Belgium,18 Jun 1967,Cooper Maserati,10,0
France,02 Jul 1967,Cooper Maserati,DNC,0
Great Britain,15 Jul 1967,Brabham Repco,10,0
Germany,06 Aug 1967,Brabham Repco,8,1
Italy,10 Sep 1967,Brabham Repco,DNF,0
United States,01 Oct 1967,Brabham Repco,DNF,0
Mexico,22 Oct 1967,Brabham Repco,11,0
