GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,02 Jan 1967,Cooper Maserati,DNF,0
Monaco,07 May 1967,Cooper Maserati,DNF,0
Netherlands,04 Jun 1967,Cooper Maserati,DNF,0
Belgium,18 Jun 1967,Cooper Maserati,4,3
France,02 Jul 1967,Cooper Maserati,DNF,0
Great Britain,15 Jul 1967,Cooper Maserati,DNF,0
Germany,06 Aug 1967,Cooper Maserati,DNF,0
Canada,27 Aug 1967,Cooper Maserati,DNF,0
Italy,10 Sep 1967,Cooper Maserati,4,3
United States,01 Oct 1967,Cooper Maserati,DNF,0
