GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,02 Jan 1967,Cooper Maserati,DNF,0
Belgium,18 Jun 1967,Cooper Maserati,DNF,0
Great Britain,15 Jul 1967,Cooper Maserati,DNF,0
Germany,06 Aug 1967,Cooper Maserati,6,2
Canada,27 Aug 1967,Cooper Maserati,8,0
Italy,10 Sep 1967,Cooper Maserati,DNF,0
United States,01 Oct 1967,Cooper Maserati,6,1
Mexico,22 Oct 1967,Cooper Maserati,10,0
