GRAND PRIX,DATE,PTS
Monaco,10 May 1964,0
Netherlands,24 May 1964,1
Belgium,14 Jun 1964,4
France,28 Jun 1964,9
Great Britain,11 Jul 1964,3
Germany,02 Aug 1964,0
Austria,23 Aug 1964,4
Italy,06 Sep 1964,0
United States,04 Oct 1964,0
Mexico,25 Oct 1964,9
