POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,77,Valtteri Bottas,Mercedes,58,1:25:27.325,26
2,44,Lewis Hamilton,Mercedes,58,+20.886s,18
3,33,Max Verstappen,Red Bull Racing Honda,58,+22.520s,15
4,5,Sebastian Vettel,Ferrari,58,+57.109s,12
5,16,Charles Leclerc,Ferrari,58,+58.230s,10
6,20,Kevin Magnussen,Haas Ferrari,58,+87.156s,8
7,27,Nico Hulkenberg,Renault,57,+1 lap,6
8,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,57,+1 lap,4
9,18,Lance Stroll,Racing Point BWT Mercedes,57,+1 lap,2
10,26,Daniil Kvyat,Scuderia Toro Rosso Honda,57,+1 lap,1
11,10,Pierre Gasly,Red Bull Racing Honda,57,+1 lap,0
12,4,Lando Norris,McLaren Renault,57,+1 lap,0
13,11,Sergio Perez,Racing Point BWT Mercedes,57,+1 lap,0
14,23,Alexander Albon,Scuderia Toro Rosso Honda,57,+1 lap,0
15,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,57,+1 lap,0
16,63,George Russell,Williams Mercedes,56,+2 laps,0
17,88,Robert Kubica,Williams Mercedes,55,+3 laps,0
NC,8,Romain Grosjean,Haas Ferrari,29,DNF,0
NC,3,Daniel Ricciardo,Renault,28,DNF,0
NC,55,Carlos Sainz,McLaren Renault,9,DNF,0
