POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Clay Regazzoni,Ferrari,68,1:39:06.880,9
2,18,Jackie Stewart,March Ford,68,+5.730s,6
3,40,Jean-Pierre Beltoise,Matra,68,+5.800s,4
4,30,Denny Hulme,McLaren Ford,68,+6.150s,3
5,46,Rolf Stommelen,Brabham Ford,68,+6.410s,2
6,20,Francois Cevert,March Ford,68,+63.460s,1
7,48,Chris Amon,March Ford,67,+1 lap,0
8,34,Andrea de Adamich,McLaren Alfa Romeo,61,+7 laps,0
NC,32,Peter Gethin,McLaren Ford,60,+8 laps,0
NC,8,Jackie Oliver,BRM,36,DNF,0
NC,52,Ronnie Peterson,March Ford,35,DNF,0
NC,44,Jack Brabham,Brabham Ford,31,DNF,0
NC,2,Jacky Ickx,Ferrari,25,DNF,0
NC,12,George Eaton,BRM,21,DNF,0
NC,54,Tim Schenken,De Tomaso Ford,17,DNF,0
NC,42,Henri Pescarolo,Matra,14,DNF,0
NC,6,Ignazio Giunti,Ferrari,14,DNF,0
NC,10,Pedro Rodriguez,BRM,12,DNF,0
NC,50,Jo Siffert,March Ford,3,DNF,0
NC,14,John Surtees,Surtees Ford,0,DNF,0
