GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 1999,Jordan Mugen Honda,2,6
Brazil,11 Apr 1999,Jordan Mugen Honda,DNF,4
San Marino,02 May 1999,Jordan Mugen Honda,DNF,0
Monaco,16 May 1999,Jordan Mugen Honda,4,3
Spain,30 May 1999,Jordan Mugen Honda,DNF,0
Canada,13 Jun 1999,Jordan Mugen Honda,DNF,0
France,27 Jun 1999,Jordan Mugen Honda,1,10
Great Britain,11 Jul 1999,Jordan Mugen Honda,4,3
Austria,25 Jul 1999,Jordan Mugen Honda,4,3
Germany,01 Aug 1999,Jordan Mugen Honda,3,4
Hungary,15 Aug 1999,Jordan Mugen Honda,4,3
Belgium,29 Aug 1999,Jordan Mugen Honda,3,4
Italy,12 Sep 1999,Jordan Mugen Honda,1,10
Europe,26 Sep 1999,Jordan Mugen Honda,DNF,0
Malaysia,17 Oct 1999,Jordan Mugen Honda,6,1
Japan,31 Oct 1999,Jordan Mugen Honda,4,3
