GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 1999,Williams Supertec,3,4
Brazil,11 Apr 1999,Williams Supertec,4,3
San Marino,02 May 1999,Williams Supertec,DNF,0
Monaco,16 May 1999,Williams Supertec,DNF,0
Spain,30 May 1999,Williams Supertec,5,2
Canada,13 Jun 1999,Williams Supertec,4,3
France,27 Jun 1999,Williams Supertec,4,3
Great Britain,11 Jul 1999,Williams Supertec,3,4
Austria,25 Jul 1999,Williams Supertec,DNF,0
Germany,01 Aug 1999,Williams Supertec,4,3
Hungary,15 Aug 1999,Williams Supertec,9,0
Belgium,29 Aug 1999,Williams Supertec,5,2
Italy,12 Sep 1999,Williams Supertec,2,6
Europe,26 Sep 1999,Williams Supertec,4,3
Malaysia,17 Oct 1999,Williams Supertec,DNF,0
Japan,31 Oct 1999,Williams Supertec,5,2
