GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 1999,Ferrari,1,10
Brazil,11 Apr 1999,Ferrari,5,2
San Marino,02 May 1999,Ferrari,DNF,0
Monaco,16 May 1999,Ferrari,2,6
Spain,30 May 1999,Ferrari,4,3
Canada,13 Jun 1999,Ferrari,3,4
France,27 Jun 1999,Ferrari,6,1
Great Britain,11 Jul 1999,Ferrari,2,6
Austria,25 Jul 1999,Ferrari,1,10
Germany,01 Aug 1999,Ferrari,1,10
Hungary,15 Aug 1999,Ferrari,3,4
Belgium,29 Aug 1999,Ferrari,4,3
Italy,12 Sep 1999,Ferrari,6,1
Europe,26 Sep 1999,Ferrari,7,0
Malaysia,17 Oct 1999,Ferrari,1,10
Japan,31 Oct 1999,Ferrari,3,4
