GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Netherlands,29 Jul 1973,Iso Marlboro Ford,6,1
Austria,19 Aug 1973,Iso Marlboro Ford,9,0
Italy,09 Sep 1973,Iso Marlboro Ford,DNF,0
