GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1957,Ferrari,DNF,0
France,07 Jul 1957,Ferrari,2,7
Great Britain,20 Jul 1957,Ferrari,2,6
Germany,04 Aug 1957,Ferrari,4,3
Pescara,18 Aug 1957,Ferrari,DNF,0
Italy,08 Sep 1957,Ferrari,8,0
