GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,13 Jan 1957,Ferrari,DNF,0
Argentina,13 Jan 1957,Ferrari,SHC,0
Monaco,19 May 1957,Ferrari,DNF,0
France,07 Jul 1957,Ferrari,3,4
Great Britain,20 Jul 1957,Ferrari,DNF,0
Great Britain,20 Jul 1957,Ferrari,4,0
Germany,04 Aug 1957,Ferrari,3,4
Italy,08 Sep 1957,Ferrari,DNF,0
