GRAND PRIX,DATE,CAR,RACE POSITION,PTS
France,07 Jul 1957,Vanwall,DNF,0
Great Britain,20 Jul 1957,Cooper Climax,5,2
Germany,04 Aug 1957,Cooper Climax,DNF,0
Pescara,18 Aug 1957,Cooper Climax,DNF,0
