GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,23 Jan 1972,McLaren Ford,DNF,0
South Africa,04 Mar 1972,McLaren Ford,3,4
Spain,01 May 1972,McLaren Ford,5,2
Belgium,04 Jun 1972,McLaren Ford,7,0
Great Britain,15 Jul 1972,McLaren Ford,3,4
Austria,13 Aug 1972,McLaren Ford,3,4
Italy,10 Sep 1972,McLaren Ford,4,3
Canada,24 Sep 1972,McLaren Ford,2,6
United States,08 Oct 1972,McLaren Ford,DNF,0
