GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,14 May 1972,McLaren Ford,5,2
France,02 Jul 1972,McLaren Ford,9,0
Germany,30 Jul 1972,McLaren Ford,5,2
United States,08 Oct 1972,BRM,DNF,0
