GRAND PRIX,DRIVER,CAR,TIME
Switzerland,Piero Taruffi,Ferrari,2:49.100
Indianapolis 500,Bill Vukovich,Kurtis Kraft Offenhauser,1:06.600
Belgium,Alberto Ascari,Ferrari,4:55.000
France,Alberto Ascari,Ferrari,2:17.300
Great Britain,Alberto Ascari,Ferrari,1:52.000
Germany,Alberto Ascari,Ferrari,10:05.100
Netherlands,Alberto Ascari,Ferrari,1:49.800
Italy,Alberto Ascari,Ferrari,2:06.100
