GRAND PRIX,DATE,CAR,RACE POSITION,PTS
USA West,15 Mar 1981,McLaren Ford,DNF,0
Brazil,29 Mar 1981,McLaren Ford,8,0
Argentina,12 Apr 1981,McLaren Ford,DNF,0
San Marino,03 May 1981,McLaren Ford,10,0
Belgium,17 May 1981,McLaren Ford,7,0
Monaco,31 May 1981,McLaren Ford,DNF,0
Spain,21 Jun 1981,McLaren Ford,3,4
France,05 Jul 1981,McLaren Ford,2,6
Great Britain,18 Jul 1981,McLaren Ford,1,9
Germany,02 Aug 1981,McLaren Ford,6,1
Austria,16 Aug 1981,McLaren Ford,6,1
Netherlands,30 Aug 1981,McLaren Ford,DNF,0
Italy,13 Sep 1981,McLaren Ford,DNF,0
Canada,27 Sep 1981,McLaren Ford,2,6
Las Vegas,17 Oct 1981,McLaren Ford,7,0
