GRAND PRIX,DATE,CAR,RACE POSITION,PTS
San Marino,03 May 1981,ATS Ford,13,0
Great Britain,18 Jul 1981,ATS Ford,6,1
Germany,02 Aug 1981,ATS Ford,DNF,0
Austria,16 Aug 1981,ATS Ford,DNF,0
Netherlands,30 Aug 1981,ATS Ford,10,0
Italy,13 Sep 1981,ATS Ford,DNF,0
Canada,27 Sep 1981,ATS Ford,DNF,0
