GRAND PRIX,DATE,CAR,RACE POSITION,PTS
USA West,15 Mar 1981,Williams Ford,2,6
Brazil,29 Mar 1981,Williams Ford,1,9
Argentina,12 Apr 1981,Williams Ford,2,6
San Marino,03 May 1981,Williams Ford,3,4
Belgium,17 May 1981,Williams Ford,1,9
Monaco,31 May 1981,Williams Ford,DNF,0
Spain,21 Jun 1981,Williams Ford,4,3
France,05 Jul 1981,Williams Ford,10,0
Great Britain,18 Jul 1981,Williams Ford,2,6
Germany,02 Aug 1981,Williams Ford,DNF,0
Austria,16 Aug 1981,Williams Ford,5,2
Netherlands,30 Aug 1981,Williams Ford,DNF,0
Italy,13 Sep 1981,Williams Ford,3,4
Canada,27 Sep 1981,Williams Ford,10,0
Las Vegas,17 Oct 1981,Williams Ford,8,0
