GRAND PRIX,DATE,CAR,RACE POSITION,PTS
USA West,15 Mar 1981,Tyrrell Ford,5,2
Brazil,29 Mar 1981,Tyrrell Ford,DNC,0
Argentina,12 Apr 1981,Tyrrell Ford,DNF,0
San Marino,03 May 1981,Tyrrell Ford,DNF,0
Belgium,17 May 1981,Tyrrell Ford,6,1
Monaco,31 May 1981,Tyrrell Ford,5,2
Spain,21 Jun 1981,Tyrrell Ford,DNC,0
France,05 Jul 1981,Tyrrell Ford,13,0
Great Britain,18 Jul 1981,Tyrrell Ford,4,3
Germany,02 Aug 1981,Tyrrell Ford,5,2
Netherlands,30 Aug 1981,Tyrrell Ford,DNF,0
Italy,13 Sep 1981,Tyrrell Ford,DNF,0
Canada,27 Sep 1981,Tyrrell Ford,DNF,0
Las Vegas,17 Oct 1981,Tyrrell Ford,DNF,0
