GRAND PRIX,DATE,CAR,RACE POSITION,PTS
USA West,15 Mar 1981,Williams Ford,1,9
Brazil,29 Mar 1981,Williams Ford,2,6
Argentina,12 Apr 1981,Williams Ford,4,3
San Marino,03 May 1981,Williams Ford,12,0
Belgium,17 May 1981,Williams Ford,DNF,0
Monaco,31 May 1981,Williams Ford,2,6
Spain,21 Jun 1981,Williams Ford,7,0
France,05 Jul 1981,Williams Ford,17,0
Great Britain,18 Jul 1981,Williams Ford,DNF,0
Germany,02 Aug 1981,Williams Ford,11,0
Austria,16 Aug 1981,Williams Ford,4,3
Netherlands,30 Aug 1981,Williams Ford,3,4
Italy,13 Sep 1981,Williams Ford,2,6
Canada,27 Sep 1981,Williams Ford,DNF,0
Las Vegas,17 Oct 1981,Williams Ford,1,9
